Ticker,timestamp,Open,High,Low,Close,Volume,trade_count,vwap,Moving_Avg,Std_Dev,Upper_Band,Lower_Band,ATR,MACD,MACD_Signal,Bollinger_Width,ROC,ADX,RSI,CPI,Zinsen,Arbeitslosenquote,VIX,Oil_Price
PATK,2016-10-10 14:00:00,63.8,63.89,63.49,63.8,12448.0,116.0,63.720496,63.10300000000001,0.6186553519080262,64.34031070381606,61.86568929618396,2.1499000000000024,0.10012951577535034,0.1257407229985487,0.0392155905049221,-0.80845771144278,2.415692857142859,55.75620767494357,241.741,0.4,4.9,13.380000114440918,49.810001373291016
PATK,2016-10-10 15:00:00,63.84,63.89,63.7001,63.89,5270.0,58.0,63.836452,63.088,0.5947697967374508,64.2775395934749,61.898460406525096,2.1499000000000024,0.14890125973212776,0.1303728303452645,0.03771048673202197,-0.2342286071205585,2.439257142857145,55.22558537978303,241.741,0.4,4.9,13.380000114440918,49.810001373291016
PATK,2016-10-10 16:00:00,63.8,64.14,63.8,64.03,5403.0,58.0,63.959717,63.15,0.6607235091591313,64.47144701831826,61.82855298168174,2.1499000000000024,0.19658395075544632,0.14361505442730088,0.04185105362844845,0.9777637596593669,2.435678571428574,52.884615384615415,241.741,0.4,4.9,13.380000114440918,49.810001373291016
PATK,2016-10-10 17:00:00,64.07,64.24,63.94,64.1,9220.0,90.0,64.053667,63.262,0.7208914234782167,64.70378284695643,61.820217153043565,2.0198999999999927,0.2372859571041417,0.16234923496266906,0.04558132360521109,1.778342330898694,2.392100000000002,47.87234042553176,241.741,0.4,4.9,13.380000114440918,49.810001373291016
PATK,2016-10-10 18:00:00,64.13,64.84,64.1,64.8,22467.0,180.0,64.477063,63.452999999999996,0.8524090045929379,65.15781800918587,61.74818199081412,2.539900000000003,0.32231133578640225,0.19434165512741572,0.053734827642061944,3.0370488153919486,2.3856642857142876,55.45454545454551,241.741,0.4,4.9,13.380000114440918,49.810001373291016
PATK,2016-10-10 19:00:00,64.71,64.85,64.58,64.83,22003.0,304.0,64.710798,63.660000000000004,0.9145004708096824,65.48900094161937,61.83099905838064,2.549899999999994,0.38764675970229234,0.23300267604239105,0.05746154387745406,3.2982791586998093,2.3799428571428582,59.51807228915652,241.741,0.4,4.9,13.380000114440918,49.810001373291016
PATK,2016-10-10 20:00:00,64.84,64.84,64.84,64.84,7826.0,6.0,64.84,63.88199999999999,0.9033739228273489,65.68874784565469,62.07525215434529,2.549899999999994,0.4352155760500338,0.2734452560439196,0.056565162194505435,3.545193229000329,2.374221428571429,70.25495750708224,241.741,0.4,4.9,13.380000114440918,49.810001373291016
PATK,2016-10-11 13:00:00,64.95,64.95,64.08,64.2,6034.0,36.0,64.681002,64.066,0.7295995857698864,65.52519917153978,62.60680082846023,2.6499000000000024,0.4164707389885933,0.30205035263285435,0.0455529975818617,2.9506093649775553,2.3756428571428576,66.31016042780756,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 14:00:00,64.28,64.29,64.12,64.19,9717.0,115.0,64.209476,64.248,0.4214472419862489,65.0908944839725,63.405105516027504,2.6499000000000024,0.39624078700040855,0.3208884395063652,0.02623877736186342,2.918069584736252,2.3770642857142863,67.75956284152997,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 15:00:00,64.1524,64.185,63.28,63.28,7861.0,68.0,63.884114,64.196,0.5063858871124904,65.20877177422499,63.18322822577502,2.6499000000000024,0.30328295239996805,0.31736734208508577,0.031552488448656726,-0.8150470219435675,2.378485714285715,55.855855855855886,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 16:00:00,63.16,63.62,63.16,63.53,4326.0,51.0,63.359342,64.169,0.5361685058511952,65.24133701170238,63.09666298829761,2.6499000000000024,0.24693954406743046,0.30328178248155474,0.033422275918352715,-0.42319749216300323,2.379907142857143,60.00000000000003,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 17:00:00,63.24,63.31,62.848,62.87,6085.0,63.0,63.057773,64.067,0.6743564833726339,65.41571296674526,62.718287033254725,2.5800000000000054,0.14733214957251306,0.27209185589974644,0.04210320341970961,-1.596493974017848,2.399192857142858,55.15151515151512,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 18:00:00,62.94,63.1,62.69,63.03,8687.0,74.0,62.838306,63.967,0.7503191913372135,65.46763838267442,62.466361617325575,2.260000000000005,0.08037670203863456,0.23374882512752407,0.046919142141242334,-1.5617679212868967,2.407057142857144,56.47058823529414,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 19:00:00,62.89,63.15,62.88,63.03,19576.0,298.0,62.979818,63.86,0.8036444763976723,65.46728895279534,62.252711047204656,2.260000000000005,0.027002756511649295,0.19239961140434914,0.05033789391779967,-1.6692667706708162,2.4149214285714296,39.50953678474125,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 20:00:00,62.99,62.99,62.99,62.99,12406.0,5.0,62.99,63.678999999999995,0.7715993491155929,65.22219869823118,62.13580130176881,2.260000000000005,-0.018313044189113725,0.15025708028565657,0.048468056917702444,-2.7932098765432025,2.4227857142857157,39.08355795148259,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-11 23:00:00,62.7,62.7,62.7,62.7,150.0,1.0,62.7,63.465999999999994,0.7101048435892737,64.88620968717854,62.045790312821445,2.260000000000005,-0.07674208412060324,0.10485724740440461,0.04475497706420903,-3.28551596483109,2.4306500000000013,34.78260869565224,241.741,0.4,4.9,15.359999656677246,50.790000915527344
PATK,2016-10-12 13:00:00,63.05,63.05,62.78,62.9416,3279.0,17.0,62.976799,63.27615999999999,0.5338504892654415,64.34386097853087,62.20845902146911,2.260000000000005,-0.10237233382054,0.06341133115941569,0.033747337971548205,-2.9278223318938963,2.4385142857142874,36.434340412802904,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-12 14:00:00,63.2,63.47,63.16,63.25,4744.0,63.0,63.286667,63.18116,0.42451555448542094,64.03019110897084,62.33212889102916,2.260000000000005,-0.09668466810030907,0.03139213130747074,0.026876084863615715,-1.4797507788162036,2.4556642857142883,40.0000000000001,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-12 15:00:00,63.28,64.0,63.27,63.8,5064.0,62.0,63.586748,63.142160000000004,0.3286193177524194,63.79939863550484,62.484921364495165,2.260000000000005,-0.047252056289870836,0.015663293788002425,0.020817743184738672,-0.6075712727839236,2.4356714285714314,37.80487804878051,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-12 16:00:00,63.51,63.59,63.37,63.56,6277.0,30.0,63.501356,63.170159999999996,0.3527142853800739,63.875588570760144,62.46473142923985,2.260000000000005,-0.02712961619576504,0.007104711791248933,0.022334234099142633,0.4424778761061965,2.4149642857142894,35.26682134570771,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-12 17:00:00,63.46,63.84,63.46,63.65,3168.0,36.0,63.657325,63.182159999999996,0.3680259507759052,63.91821190155181,62.446108098448185,2.260000000000005,-0.0038755150827682883,0.004908666416445489,0.023299358602232364,0.18888713993388548,2.394257142857147,36.44646924829149,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-12 18:00:00,63.71,63.86,63.52,63.58,3244.0,42.0,63.624968,63.25316,0.3695959812192175,63.992351962438434,62.51396803756157,1.6000000000000085,0.008803629835760773,0.0056876591003085465,0.023372491190588197,1.1293144584062365,2.3192642857142904,41.88481675392663,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-12 19:00:00,63.58,63.72,63.42,63.67,13805.0,192.0,63.589605,63.31716,0.38186761871397795,64.08089523742795,62.55342476257204,1.4950000000000045,0.0258165937481607,0.009713446029878978,0.02412411540340581,1.0153894970648907,2.2367714285714335,43.333333333333364,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-12 20:00:00,63.66,63.66,63.66,63.66,5918.0,3.0,63.66,63.380160000000004,0.38119611517207663,64.14255223034415,62.61776776965585,1.3100000000000023,0.038053911984391675,0.01538153922078152,0.02405775657064138,0.9995240361732436,2.1410642857142905,56.333333333333265,241.741,0.4,4.9,15.90999984741211,50.18000030517578
PATK,2016-10-13 13:00:00,63.35,63.35,62.776,62.776,2246.0,6.0,63.201469,63.35876,0.4104197287872972,64.1795994575746,62.537920542425404,1.3100000000000023,-0.023310626855987948,0.0076431060054276264,0.02591084350686776,-0.3397364661057289,2.045357142857148,39.625756741882235,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-13 14:00:00,62.86,62.93,62.51,62.51,8320.0,75.0,62.669089,63.33976,0.44706673426788407,64.23389346853577,62.44562653146423,1.490000000000002,-0.09234198205166422,-0.012353911605990744,0.028232928843929004,-0.3030303030303107,1.9675000000000047,44.444444444444436,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-13 15:00:00,62.55,63.195,62.44,62.76,32416.0,206.0,62.898298,63.321600000000004,0.46822482728807896,64.25804965457615,62.385150345423845,1.5600000000000023,-0.1254310269251775,-0.034969334669828094,0.029577573989796678,-0.28852142303342,1.9175000000000044,45.94594594594589,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-13 16:00:00,62.87,62.95,62.55,62.7,7395.0,72.0,62.807044,63.266600000000004,0.5081688695700106,64.28293773914002,62.250262260859984,1.5600000000000023,-0.15471240365599215,-0.05891794846706091,0.03212872950782942,-0.8695652173912999,1.8675000000000044,45.13274336283186,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-13 17:00:00,62.64,62.87,62.58,62.75,5551.0,54.0,62.687295,63.1616,0.4939894735721238,64.14957894714425,62.17362105285575,1.5600000000000023,-0.17190194492764732,-0.08151474775917819,0.031284164655241455,-1.6457680250783657,1.8175000000000041,46.47058823529407,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-13 18:00:00,62.81,63.07,62.75,63.07,8024.0,109.0,62.920049,63.1126,0.47397707398853295,64.06055414797707,62.164645852022936,1.5600000000000023,-0.15788347219258014,-0.09678849264585859,0.030040091771756136,-0.7709251101321617,1.7675000000000038,55.39358600583088,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-13 19:00:00,63.07,63.07,62.46,62.57,28512.0,458.0,62.632948,63.0046,0.4607800632261911,63.92616012645239,62.08303987354762,1.5600000000000023,-0.18498713632103403,-0.11442822138089369,0.029253741042793192,-1.6967792615868,1.7175000000000036,44.96258540288469,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-13 20:00:00,62.56,62.59,62.56,62.56,31639.0,5.0,62.560302,62.90259999999999,0.4312009585642567,63.76500191712851,62.04019808287148,1.5600000000000023,-0.20491180609322868,-0.13252493832336068,0.027420231186898972,-1.6042780748663041,1.6675000000000035,39.82300884955751,241.741,0.4,4.9,16.690000534057617,50.439998626708984
PATK,2016-10-14 13:00:00,63.02,63.02,62.32,62.37,2444.0,15.0,62.855965,62.7726,0.3650218258315546,63.50264365166311,62.04255634833689,1.5399999999999991,-0.23334382023277556,-0.15268871470524367,0.02325994627156146,-2.041777917386531,1.6160714285714317,26.40264026402636,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-14 14:00:00,62.48,63.22,62.41,62.97,26100.0,205.0,62.675573,62.70360000000001,0.21161978483450705,63.12683956966902,62.280360430330994,1.5399999999999991,-0.20509717808874228,-0.1631704073819434,0.013499689640435786,-1.083883129123465,1.5646428571428597,41.29793510324479,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-14 15:00:00,62.97,63.0081,62.47,62.51,8774.0,131.0,62.735385,62.677,0.21812585561771236,63.11325171123542,62.24074828876458,1.5399999999999991,-0.21732448492075207,-0.17400122288970515,0.01392063153103758,-0.4237288135593305,1.5132142857142878,34.8404255319149,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-14 16:00:00,62.5,62.95,62.49,62.61,9105.0,105.0,62.686829,62.687,0.21182015432401094,63.11064030864802,62.26335969135197,1.3999999999999986,-0.21645044343677,-0.18249106699911813,0.013516049855568943,0.15997440409534702,1.498928571428573,37.20316622691297,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-14 17:00:00,62.615,62.66,62.47,62.51,12087.0,127.0,62.592881,62.662,0.2169382912772497,63.095876582554496,62.2281234174455,1.3399999999999963,-0.22127618935743953,-0.19024809147078242,0.013848156220819533,-0.39834289356277885,1.4878571428571437,34.73684210526312,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-14 18:00:00,62.51,62.51,62.07,62.325,9469.0,125.0,62.279593,62.6245,0.24074479341332858,63.10598958682665,62.14301041317334,1.2800000000000011,-0.2372932132057457,-0.1996571158177751,0.01537703572329215,-0.5980861244019139,1.4857142857142864,33.20754716981138,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-14 19:00:00,62.28,62.35,62.08,62.09,20506.0,281.0,62.218287,62.558499999999995,0.28829045924026064,63.13508091848052,61.98191908151947,1.1499999999999986,-0.2658844060987988,-0.21290257387397984,0.018433335789078176,-1.0517928286852536,1.4742857142857149,39.6873120865905,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-14 20:00:00,62.13,62.145,62.13,62.13,14671.0,6.0,62.130103,62.4645,0.25421393003196324,62.972927860063926,61.956072139936076,1.1499999999999986,-0.28206400843838253,-0.2267348607868604,0.016278937958806205,-1.4904074837482126,1.4500000000000004,43.870967741935544,241.741,0.4,4.9,16.1200008392334,50.349998474121094
PATK,2016-10-17 13:00:00,62.25,63.65,62.25,62.4,979.0,9.0,62.51694,62.447500000000005,0.25204992891635775,62.95159985783272,61.94340014216729,1.5799999999999983,-0.2699874688646844,-0.2353853824024252,0.01614475704656594,-0.2716957008150898,1.4514285714285715,44.23076923076922,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-17 14:00:00,62.75,62.9,62.25,62.6,9496.0,125.0,62.698701,62.451499999999996,0.25434065083415336,62.9601813016683,61.94281869833169,1.5799999999999983,-0.24149459633412107,-0.2366072251887644,0.016290443037182578,0.06393861892582985,1.4528571428571426,48.46625766871164,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-17 15:00:00,62.7499,62.95,62.5,62.85,9658.0,71.0,62.724794,62.4995,0.28113312386377604,63.06176624772755,61.93723375227245,1.5799999999999983,-0.19647602558985255,-0.22858098526898205,0.01799266386859254,0.7696007696007761,1.4542857142857137,51.44508670520233,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-17 16:00:00,62.8,62.8662,62.5,62.55,3565.0,44.0,62.713995,62.4575,0.22970089246686395,62.91690178493373,61.99809821506628,1.5799999999999983,-0.18289764650998563,-0.21944431751718277,0.014710860503021249,-0.6669842782277302,1.4557142857142849,42.44186046511624,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-17 17:00:00,62.6,62.7,62.3452,62.45,3899.0,39.0,62.47089,62.451499999999996,0.2289596034239972,62.90941920684799,61.993580793152,1.5799999999999983,-0.17815221963532224,-0.21118589794081066,0.014664794499667644,-0.09598464245719912,1.457142857142856,48.02631578947372,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-17 18:00:00,62.3,62.65,62.3,62.65,1818.0,25.0,62.525,62.455499999999994,0.23236047187282688,62.92022094374565,61.99077905625434,1.5799999999999983,-0.1564496519171712,-0.20023864873608277,0.014881665946014488,0.06388755789809798,1.458571428571427,51.393188854489104,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-17 19:00:00,62.7,62.8,62.55,62.6,12497.0,171.0,62.661694,62.4645,0.236413597089851,62.9373271941797,61.9916728058203,1.5799999999999983,-0.14165191764320895,-0.188521302517508,0.015139069205058886,0.14397696368581575,1.46142857142857,53.72168284789652,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-17 20:00:00,62.7,62.7,62.7,62.7,5851.0,3.0,62.7,62.501999999999995,0.2415137447205867,62.985027489441165,62.018972510558825,1.5799999999999983,-0.12046677634431546,-0.1749103972828695,0.015456385057795596,0.6016847172081828,1.4642857142857129,44.787644787644844,241.741,0.4,4.9,16.209999084472656,49.939998626708984
PATK,2016-10-18 13:00:00,63.1,63.2,62.4,62.45,4550.0,36.0,62.783364,62.53800000000001,0.19577765165860772,62.92955530331723,62.14644469668279,1.5799999999999983,-0.12243891035407728,-0.16441609989711106,0.012522156235160021,0.5798035110323715,1.4671428571428555,48.739495798319425,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-18 14:00:00,62.6,62.85,62.45,62.6,4443.0,65.0,62.627143,62.585,0.1334374593419078,62.85187491868382,62.31812508131618,1.5799999999999983,-0.11062290240896999,-0.15365746039948286,0.008528398775547445,0.7564783518429082,1.4799999999999984,49.79423868312761,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-18 15:00:00,62.7,62.85,62.6,62.802,4520.0,65.0,62.708556,62.62519999999999,0.13205789975974136,62.88931579951947,62.36108420048051,1.5799999999999983,-0.08399072635614857,-0.13972411359081602,0.008434808975284081,0.6442307692307709,1.4971428571428558,55.766192733017455,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-18 16:00:00,62.85,62.9,62.5,62.6,5763.0,79.0,62.672222,62.62520000000001,0.13205789975974136,62.88931579951949,62.361084200480526,1.5700000000000003,-0.07828186219674649,-0.12743566331200212,0.00843480897528408,0.0,1.5178571428571412,55.3942722636328,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-18 17:00:00,62.55,62.85,62.55,62.8,1933.0,27.0,62.715654,62.6202,0.12325384826112436,62.86670769652225,62.373692303477746,1.519999999999996,-0.05696258842858981,-0.11334104833531966,0.007873104733688198,-0.07955449482896462,1.5442857142857125,64.12092283214,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-18 18:00:00,62.75,62.85,62.45,62.45,3069.0,35.0,62.620365,62.6102,0.13323479692323895,62.87666959384648,62.34373040615352,1.3999999999999986,-0.0675305353233,-0.10417894573291574,0.008512018611870918,-0.1598721023181364,1.5621428571428555,55.665722379603444,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-18 19:00:00,62.5,62.6,62.2,62.4,18752.0,244.0,62.421192,62.6052,0.14064676004507579,62.886493520090156,62.32390647990985,1.0,-0.07902929103484979,-0.09914901479330256,0.008986266958340587,-0.08006405124099962,1.5207142857142841,50.0,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-18 20:00:00,62.45,62.45,62.45,62.45,6395.0,4.0,62.45,62.58520000000001,0.14761571732057233,62.88043143464115,62.28996856535886,1.0,-0.08314906498509345,-0.09594902483166073,0.009434544737131,-0.31923383878690464,1.4792857142857128,46.94376528117361,241.741,0.4,4.9,15.279999732971191,50.290000915527344
PATK,2016-10-19 13:00:00,62.7,62.7,62.025,62.025,2432.0,31.0,62.329485,62.5277,0.23013428447095705,62.987968568941916,62.06743143105809,1.1750000000000043,-0.11933237431949806,-0.10062569472922821,0.014722069384989796,-0.9185303514377041,1.4503571428571418,34.30962343096223,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-19 14:00:00,61.801,62.3,61.801,62.05,9662.0,71.0,62.081396,62.4627,0.26518674761606265,62.993073495232125,61.93232650476787,1.399000000000001,-0.14432690585705643,-0.10936593695479385,0.016982086756804505,-1.036682615629993,1.4374285714285706,39.3797790994052,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-19 15:00:00,62.15,62.8,62.1,62.75,6502.0,67.0,62.541713,62.49269999999999,0.28013808103240295,63.052976162064795,61.93242383793519,1.399000000000001,-0.10642430913169676,-0.10877761139017444,0.017930931518875086,0.48038430744595223,1.4244999999999994,55.07786052809745,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-19 16:00:00,62.6,62.75,62.6,62.7,2546.0,31.0,62.69741,62.502700000000004,0.28611499242255917,63.07492998484512,61.93047001515489,1.399000000000001,-0.07950433381546418,-0.1029229558752324,0.01831056849848457,0.15974440894568917,1.411571428571428,50.8915834522112,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-19 17:00:00,62.7,62.8,62.55,62.75,8513.0,68.0,62.675962,62.4975,0.28048816572394586,63.05847633144789,61.93652366855211,1.399000000000001,-0.053518548780630226,-0.09304207445631196,0.01795196068475986,-0.08279991083086463,1.3986428571428569,52.67475035663337,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-19 18:00:00,62.75,62.9,62.55,62.6,6998.0,79.0,62.74645,62.4975,0.28048816572394586,63.05847633144789,61.93652366855211,1.399000000000001,-0.044515229465240225,-0.08333670545809763,0.01795196068475986,0.0,1.3857142857142857,48.24807288016815,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-19 19:00:00,62.6,62.65,62.15,62.25,13026.0,197.0,62.301457,62.44250000000001,0.26823756054841513,62.97897512109684,61.90602487890318,1.0989999999999966,-0.06487427866867534,-0.07964422010021317,0.017183012246365148,-0.8757961783439445,1.3513571428571427,46.614759647934946,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-19 20:00:00,62.2,62.2,62.2,62.2,13269.0,3.0,62.2,62.4175,0.27889912553161433,62.97529825106322,61.85970174893677,1.0989999999999966,-0.08407439666375183,-0.08053025541292091,0.01787313657430129,-0.4003202562049639,1.3169999999999997,42.992291520672744,241.741,0.4,4.9,14.40999984741211,51.599998474121094
PATK,2016-10-20 13:00:00,61.9,62.2792,61.55,61.65,8618.0,62.0,61.944577,62.34250000000001,0.3700694379288434,63.0826388758577,61.60236112414232,1.3500000000000014,-0.142033755244924,-0.09283095537932154,0.023744279612068445,-1.201923076923077,1.3005714285714285,32.01124297314176,241.741,0.4,4.9,13.75,50.43000030517578
